applicant_name,age,income,loan_amount,credit_score,employment_length,debt_to_income_ratio,home_ownership,loan_purpose,employment_status,loan_default
Swati Sharma,34,555900,93265,738,6.0,0.2789352539390929,RENT,home_improvement,employed,1
Meena Shah,32,209383,114475,604,0.0,0.2401882013964386,MORTGAGE,debt_consolidation,employed,0
Rajesh Iyer,50,279538,151796,573,3.0,0.21284669345769505,RENT,other,employed,1
Geeta Chakraborty,44,857153,169608,435,3.0,0.16778996445349087,RENT,business,employed,1
Divya Reddy,31,406540,146017,660,3.0,0.19609753484603082,OWN,debt_consolidation,employed,1
Manish Pillai,50,460370,63431,587,3.0,0.23332966054996165,OWN,education,self_employed,1
Manish Agarwal,43,646554,305539,659,0.0,0.07971081481226631,MORTGAGE,debt_consolidation,self_employed,1
Vijay Chatterjee,49,626661,251347,420,5.0,0.11880482428309722,OWN,home_improvement,employed,1
Geeta Mishra,47,508591,194522,666,3.0,0.052922299480411474,OWN,education,employed,0
Anita Gupta,30,398580,349059,406,7.0,0.21202544313286706,RENT,other,employed,1
Meena Mukherjee,33,378384,110090,758,8.0,0.12582214023790236,OWN,home_improvement,employed,0
Anita Ghosh,48,679389,346296,702,1.0,0.09219889632854729,RENT,debt_consolidation,unemployed,1
Arun Gupta,47,583491,110626,622,0.0,0.15128287888391978,RENT,business,employed,0
Dinesh Jain,39,389005,179063,706,6.0,0.06511891637332981,MORTGAGE,other,employed,0
Anita Shah,41,759986,97778,552,19.0,0.06073142536781916,RENT,business,self_employed,0
Kavita Agarwal,55,414771,163714,657,2.0,0.1090284161744539,MORTGAGE,business,employed,0
Vikram Sharma,32,288996,189940,729,1.0,0.1040798374807503,MORTGAGE,debt_consolidation,employed,0
Priya Jain,46,302705,152989,340,0.0,0.1996384574950239,RENT,business,employed,0
Rashmi Ghosh,37,271204,216544,605,1.0,0.04638804490204776,RENT,other,retired,0
Rekha Gupta,37,386078,169330,647,1.0,0.1696465194319325,OWN,home_improvement,unemployed,1
Manish Iyer,53,819838,132062,630,2.0,0.04147895376041432,RENT,debt_consolidation,employed,0
Naresh Chakraborty,49,295804,129738,795,5.0,0.3069879801516136,MORTGAGE,home_improvement,employed,0
Rajesh Menon,49,486133,225114,537,1.0,0.10878686890648882,RENT,home_improvement,employed,1
Rashmi Menon,55,318588,125304,587,0.0,0.11286995640920122,MORTGAGE,home_improvement,employed,0
Kavita Kumar,40,388421,234722,458,2.0,0.29204151877783774,MORTGAGE,debt_consolidation,employed,0
Suresh Sharma,48,207934,265424,801,9.0,0.05453850420239668,MORTGAGE,debt_consolidation,employed,0
Naresh Singh,36,396222,83492,625,3.0,0.21045335414970598,RENT,education,employed,1
Ramesh Iyer,43,401574,256060,606,16.0,0.3386873259613549,RENT,home_improvement,employed,1
Kavita Mishra,38,579629,371078,644,3.0,0.14960825751097442,RENT,other,employed,1
Geeta Mukherjee,41,494667,180016,713,1.0,0.08266625334400501,MORTGAGE,education,employed,0
Manish Verma,47,242996,206826,684,1.0,0.06787334101431869,RENT,home_improvement,employed,0
Swati Jain,30,760779,246422,850,5.0,0.20093088875237905,MORTGAGE,debt_consolidation,self_employed,0
Sunita Singh,65,491467,145773,695,3.0,0.14617102155607645,OWN,business,self_employed,1
Manish Kumar,27,488549,175064,603,4.0,0.01895023662953959,OWN,debt_consolidation,self_employed,0
Geeta Pillai,25,440386,96213,593,,0.17388034447557008,OWN,other,employed,0
Anita Mukherjee,53,341506,172035,610,6.0,0.18086286807581464,OWN,debt_consolidation,employed,0
Swati Ghosh,49,493314,198639,499,,0.10489743649392452,RENT,debt_consolidation,unemployed,1
Arun Pillai,47,561178,200078,653,8.0,0.2523146599175191,RENT,debt_consolidation,employed,0
Divya Mukherjee,47,200000,249239,728,3.0,0.010717895854477287,OWN,business,employed,0
Neha Banerjee,39,337938,119381,588,2.0,0.20746539516578713,MORTGAGE,education,employed,0
Manish Mishra,29,389463,131525,569,3.0,0.2564063706362212,RENT,debt_consolidation,employed,0
Shweta Chatterjee,40,502869,347389,801,4.0,0.29112122945737656,MORTGAGE,business,unemployed,0
Manish Patel,31,803438,153256,507,,0.2087331306654847,MORTGAGE,debt_consolidation,employed,0
Ramesh Jain,51,300778,176312,443,2.0,0.1275774848454934,RENT,business,employed,1
Dinesh Patel,38,344903,158450,534,2.0,0.16763243800065727,OWN,debt_consolidation,retired,0
Ramesh Mukherjee,30,342399,117163,495,2.0,0.07738560143169582,RENT,business,employed,0
Rashmi Jain,36,296332,311580,688,0.0,0.10746120532263274,RENT,home_improvement,employed,0
Sanjay Pillai,44,371909,131783,613,0.0,0.1148697957921341,MORTGAGE,debt_consolidation,employed,1
Amit Shah,33,650437,103682,628,0.0,0.2017072984093586,MORTGAGE,business,self_employed,0
Kavita Patel,30,261210,135903,765,2.0,0.027680267425042225,OWN,business,employed,0
Arun Reddy,42,547932,73080,580,11.0,0.18259484301637027,MORTGAGE,business,employed,1
Naresh Banerjee,42,200000,125427,727,1.0,0.10414225877492385,MORTGAGE,home_improvement,employed,0
Amit Kumar,33,334145,110497,801,2.0,0.3178142268149905,OWN,education,unemployed,0
Vikram Jain,34,375215,208349,604,1.0,0.20371283863514755,OWN,home_improvement,employed,0
Deepak Kumar,42,1022161,124322,723,7.0,0.039828966731309194,RENT,other,employed,0
Mukesh Agarwal,22,385616,232145,625,0.0,,RENT,other,self_employed,0
Amit Iyer,23,200000,284757,742,1.0,0.265594755040747,OWN,education,self_employed,1
Neha Reddy,31,200000,222452,492,1.0,0.18331909927182471,OWN,other,employed,1
Swati Pillai,37,450005,149319,485,24.0,0.11839598314794367,OWN,other,self_employed,1
Neha Verma,43,601321,172205,610,4.0,0.1959344920917471,MORTGAGE,debt_consolidation,employed,0
Rajesh Iyer,57,533774,88433,561,0.0,0.24923883954046389,RENT,other,employed,0
Deepak Chakraborty,50,481078,154274,598,,0.4341382067617532,OWN,debt_consolidation,employed,1
Mukesh Sharma,38,791060,115361,628,0.0,0.29765289755468005,OWN,debt_consolidation,employed,0
Rekha Chakraborty,39,337798,214857,722,0.0,0.2364701160127902,RENT,other,employed,0
Deepak Chatterjee,27,692078,455477,609,7.0,0.17590966615098266,MORTGAGE,debt_consolidation,employed,1
Rahul Nair,39,200000,198774,567,3.0,0.05633845244885254,MORTGAGE,business,employed,0
Meena Menon,36,281398,73390,614,4.0,0.19901071519509184,RENT,other,self_employed,1
Rekha Iyer,43,200000,140858,573,2.0,0.11992903612368074,MORTGAGE,debt_consolidation,employed,0
Swati Banerjee,30,385608,170927,556,4.0,0.28611479165812975,OWN,debt_consolidation,employed,1
Geeta Ghosh,46,432297,168542,488,1.0,0.0874120262540158,OWN,business,employed,0
Naresh Jain,58,468387,121500,656,1.0,0.1880435473886805,MORTGAGE,education,employed,0
Rashmi Jain,38,456316,179533,593,5.0,0.3177696515991583,MORTGAGE,education,unemployed,1
Sanjay Iyer,44,278235,99012,746,0.0,0.1805886777627276,MORTGAGE,other,employed,0
Rashmi Sharma,48,402270,111528,505,4.0,0.2771676258745359,MORTGAGE,debt_consolidation,self_employed,1
Deepak Reddy,35,209248,210727,595,9.0,0.2374454035974455,RENT,home_improvement,employed,1
Anita Menon,42,874680,108416,831,0.0,0.4151920402908422,RENT,education,employed,0
Shweta Mishra,40,380098,201850,556,11.0,0.13894810638118274,OWN,education,employed,0
Dinesh Pillai,41,346471,94109,626,0.0,0.05113617424193443,MORTGAGE,debt_consolidation,employed,1
Sunita Kumar,30,979179,329697,528,2.0,0.0611266838767136,MORTGAGE,debt_consolidation,self_employed,1
Divya Banerjee,40,237726,119406,515,4.0,0.04825627609489668,MORTGAGE,debt_consolidation,self_employed,1
Rahul Menon,45,252005,148826,804,4.0,0.12172575954612805,OWN,other,self_employed,0
Ajay Chakraborty,57,255733,185766,667,0.0,0.19228336382981187,MORTGAGE,other,unemployed,1
Anita Sharma,51,427651,129814,663,8.0,0.20374487418888249,MORTGAGE,debt_consolidation,employed,1
Amit Iyer,65,548979,172363,480,18.0,0.18984080190973632,RENT,debt_consolidation,unemployed,1
Vikram Pillai,30,640393,204872,685,0.0,0.1521020967913879,RENT,home_improvement,employed,0
Sneha Verma,50,1600773,239006,765,11.0,0.43305535094337866,MORTGAGE,other,employed,1
Sanjay Menon,42,200000,223373,764,4.0,0.18508800445990303,MORTGAGE,other,employed,1
Arun Agarwal,66,599809,151945,716,,0.24994627315065288,OWN,business,employed,0
Manish Reddy,30,334848,153483,537,0.0,0.12193372151757759,RENT,debt_consolidation,employed,0
Arun Menon,29,329981,416500,681,7.0,0.20796002815301182,RENT,debt_consolidation,employed,1
Sanjay Iyer,32,324523,237983,716,0.0,0.08939891666699899,MORTGAGE,home_improvement,employed,0
Sanjay Gupta,18,280861,112563,470,10.0,0.031869965208345695,MORTGAGE,other,employed,0
Rashmi Sharma,33,1027112,169396,537,5.0,0.1478176415932823,MORTGAGE,debt_consolidation,employed,1
Shweta Banerjee,30,674110,142335,738,2.0,0.11051095891229913,OWN,education,self_employed,0
Priya Nair,41,447574,154178,737,1.0,0.14052930229448865,MORTGAGE,debt_consolidation,employed,0
Kavita Gupta,44,869355,99528,495,8.0,0.1317378369829013,RENT,home_improvement,employed,0
Ramesh Verma,62,207676,138030,729,,0.06743877729845249,MORTGAGE,education,employed,0
Ramesh Sharma,51,227441,335917,659,2.0,0.08349198927581883,OWN,business,unemployed,1
Kavita Agarwal,33,200000,205177,728,2.0,0.07666746853679939,MORTGAGE,education,employed,0
Dinesh Sharma,29,311854,60086,586,8.0,0.13831511669759652,RENT,education,employed,0
Divya Kumar,45,479667,264789,714,,,MORTGAGE,debt_consolidation,self_employed,1
Kavita Kumar,24,465761,251664,734,0.0,0.09698247207094332,OWN,home_improvement,employed,0
Rashmi Singh,61,476713,140967,614,,0.18509351654998538,RENT,education,employed,0
Ajay Agarwal,54,218484,216837,651,2.0,0.23258510784418507,RENT,debt_consolidation,employed,1
Manish Patel,34,661045,115409,585,2.0,0.12185386765146101,RENT,home_improvement,employed,1
Ramesh Nair,19,498726,134847,815,1.0,0.15489947174682436,OWN,other,self_employed,0
Sneha Ghosh,56,638276,296386,637,11.0,0.19688288090045353,RENT,other,retired,0
Divya Singh,38,200000,145992,557,1.0,0.2532101032770294,OWN,education,self_employed,1
Ramesh Mishra,54,516972,77042,578,5.0,0.03367553552519106,MORTGAGE,debt_consolidation,employed,0
Meena Singh,20,244291,158685,662,10.0,0.11352300556051954,MORTGAGE,other,employed,0
Ajay Sharma,32,362702,157718,725,0.0,0.18633377833787887,RENT,other,employed,0
Sunita Shah,40,577915,262852,516,8.0,0.13623690588936357,RENT,business,self_employed,1
Ajay Menon,40,463029,163690,834,2.0,0.06443473951121821,OWN,debt_consolidation,employed,0
Deepak Agarwal,34,289013,137498,680,5.0,0.14966617581947245,RENT,home_improvement,unemployed,1
Amit Chakraborty,47,443803,247217,696,2.0,,MORTGAGE,education,employed,0
Mukesh Jain,27,205711,170811,640,5.0,0.44563224412462366,OWN,education,employed,1
Anjali Shah,38,786331,120570,651,1.0,,MORTGAGE,debt_consolidation,employed,1
Rekha Ghosh,41,399255,258331,635,,0.19307646916794488,RENT,debt_consolidation,self_employed,1
Geeta Singh,46,773959,175863,751,14.0,0.15332861330267386,MORTGAGE,education,employed,1
Geeta Chakraborty,48,340011,162945,649,0.0,0.2722928592689149,MORTGAGE,business,employed,0
Geeta Verma,26,340514,174759,726,8.0,0.1516118103865872,OWN,home_improvement,self_employed,1
Pooja Banerjee,21,301916,106057,606,0.0,0.24308741852944768,MORTGAGE,home_improvement,employed,0
Neha Nair,55,685625,131786,669,2.0,0.08783697823223759,RENT,business,employed,0
Amit Mukherjee,43,310296,162988,569,8.0,0.07510262088997505,RENT,debt_consolidation,employed,0
Suresh Reddy,31,610661,150562,771,1.0,0.14697458021068233,MORTGAGE,debt_consolidation,unemployed,0
Rahul Iyer,58,365409,270755,566,10.0,0.05057093541724811,MORTGAGE,business,unemployed,1
Dinesh Chatterjee,41,200000,177541,617,3.0,0.11943409942443108,RENT,debt_consolidation,employed,0
Anjali Iyer,54,332648,229110,618,,0.16575519907950279,OWN,education,employed,0
Pooja Pillai,40,245351,163367,614,5.0,0.17687943164647643,OWN,education,employed,0
Mukesh Kumar,64,449976,248330,722,2.0,0.16333512376600137,MORTGAGE,education,employed,0
Neha Mishra,61,243968,190805,618,2.0,0.013640007161325868,MORTGAGE,other,employed,0
Shweta Mukherjee,37,702912,163630,789,6.0,0.15100886601562588,RENT,debt_consolidation,employed,0
Suresh Patel,51,422718,161892,568,1.0,0.35253856805116063,MORTGAGE,debt_consolidation,self_employed,1
Divya Banerjee,47,404821,111104,666,1.0,0.2148913171861126,OWN,debt_consolidation,retired,0
Ramesh Chatterjee,56,614120,199339,572,8.0,0.05560369960460982,OWN,education,self_employed,0
Manish Iyer,28,716370,160158,692,8.0,0.3953521051588077,OWN,home_improvement,employed,0
Dinesh Chakraborty,48,437989,133146,648,3.0,0.13170617395342915,OWN,debt_consolidation,self_employed,0
Sanjay Reddy,52,300859,253364,634,3.0,0.23104868967999811,RENT,debt_consolidation,employed,1
Rekha Jain,18,200000,98707,768,5.0,0.16699004503753895,OWN,other,employed,0
Dinesh Gupta,25,313945,137448,584,3.0,0.15574606312329112,RENT,business,employed,0
Sanjay Pillai,18,324939,245508,708,2.0,,RENT,home_improvement,self_employed,0
Kavita Pillai,36,466740,184648,573,26.0,0.057622948747951395,OWN,other,employed,0
Ajay Ghosh,48,372289,159668,661,0.0,0.08243325084723475,RENT,education,unemployed,1
Anita Menon,58,624037,179944,530,4.0,0.08570232927995114,OWN,debt_consolidation,employed,0
Arun Sharma,40,325627,174864,583,10.0,0.12077644353128289,RENT,home_improvement,employed,0
Rashmi Reddy,59,429973,88728,641,5.0,0.12853996042255034,OWN,home_improvement,employed,0
Sneha Chatterjee,23,799701,141533,831,10.0,0.3209175304366226,MORTGAGE,education,employed,0
Rajesh Nair,19,524873,310707,660,2.0,0.30963152470363275,RENT,debt_consolidation,self_employed,1
Geeta Patel,39,429330,125025,815,1.0,0.18748461853991785,OWN,home_improvement,employed,1
Arun Patel,44,327429,143297,672,9.0,0.3581372447050034,MORTGAGE,business,employed,1
Naresh Ghosh,39,322347,131052,611,2.0,0.3622311483613458,RENT,other,employed,0
Mukesh Patel,18,289147,157187,803,6.0,0.12757045044426735,OWN,other,employed,0
Swati Sharma,38,337559,128894,693,0.0,0.08413973308145072,RENT,home_improvement,employed,0
Vijay Agarwal,24,645533,197737,585,7.0,0.2337417319007195,RENT,business,employed,0
Amit Jain,48,395955,176120,697,3.0,0.12922677221707451,MORTGAGE,other,unemployed,0
Shweta Iyer,44,225283,221775,620,1.0,0.2845369413129226,RENT,education,unemployed,1
Rashmi Banerjee,28,1070979,106897,451,3.0,0.1835490911210905,OWN,other,employed,0
Ramesh Jain,33,519167,142039,743,5.0,0.22011633716276421,RENT,other,employed,0
Mukesh Chatterjee,27,218934,148703,759,0.0,0.3135998921403209,RENT,education,employed,0
Suresh Chatterjee,39,354716,195293,833,5.0,0.1745987814666197,RENT,debt_consolidation,self_employed,1
Manish Sharma,51,467634,118505,692,3.0,0.11323657683360627,RENT,debt_consolidation,employed,0
Amit Shah,28,1037470,234746,625,1.0,0.17560522452200386,MORTGAGE,home_improvement,employed,0
Kavita Menon,46,254217,261598,733,6.0,0.062466480112437966,MORTGAGE,business,employed,0
Mukesh Jain,33,720730,109584,734,1.0,0.18279233776530202,OWN,debt_consolidation,self_employed,0
Meena Chakraborty,30,890682,133739,813,1.0,0.20548320501188652,MORTGAGE,debt_consolidation,employed,0
Pooja Chatterjee,38,323085,131561,645,3.0,0.11641455220586047,MORTGAGE,home_improvement,self_employed,0
Swati Mukherjee,27,385094,466472,633,5.0,0.22432471373410534,MORTGAGE,other,employed,1
Pooja Iyer,33,263509,137041,578,13.0,0.1057486666824062,OWN,home_improvement,unemployed,0
Shweta Banerjee,25,399620,318395,703,0.0,0.26162570966904847,MORTGAGE,debt_consolidation,self_employed,1
Arun Nair,63,434393,98061,495,2.0,0.2863086092011576,OWN,debt_consolidation,self_employed,1
Mukesh Pillai,40,615275,109550,727,0.0,,MORTGAGE,debt_consolidation,employed,0
Sanjay Shah,31,763059,123668,708,7.0,0.1698066863031868,OWN,other,employed,0
Sanjay Jain,42,304355,116043,708,,0.1306730699186283,MORTGAGE,other,retired,0
Anjali Agarwal,38,200000,146216,663,6.0,0.3651924607174544,OWN,home_improvement,retired,0
Arun Singh,37,437738,122576,803,1.0,0.1634988499932698,MORTGAGE,business,employed,1
Shweta Banerjee,47,512352,117273,737,9.0,0.148965439666584,OWN,education,employed,0
Ramesh Mishra,49,501174,258690,589,3.0,0.11404477932852258,MORTGAGE,debt_consolidation,employed,0
Rajesh Agarwal,33,375744,265539,591,14.0,0.372799394021422,MORTGAGE,home_improvement,employed,1
Shweta Chatterjee,33,470888,237926,562,0.0,0.2742220322426339,RENT,business,employed,0
Sanjay Chakraborty,36,943849,200706,705,3.0,0.27019791481590066,OWN,other,employed,0
Ramesh Mukherjee,18,535452,168905,549,7.0,0.41789830648294185,RENT,education,employed,1
Divya Shah,21,367072,133410,758,,0.15930400718777327,RENT,home_improvement,employed,0
Anjali Agarwal,56,344517,111161,782,0.0,0.36095073183218745,MORTGAGE,other,retired,1
Meena Jain,59,406392,188188,562,17.0,0.29338192158431475,OWN,business,employed,0
Pooja Mishra,37,1002863,101777,631,1.0,0.1426957694037079,OWN,education,employed,0
Meena Sharma,46,403668,109363,651,1.0,0.19501803255454547,MORTGAGE,home_improvement,unemployed,1
Mukesh Banerjee,43,438056,258116,738,3.0,0.3924900382065474,OWN,debt_consolidation,employed,1
Vikram Patel,76,347612,348105,810,3.0,0.11100060241298891,RENT,debt_consolidation,employed,0
Priya Verma,53,766424,190482,481,7.0,0.27932673430318,RENT,other,employed,0
Swati Shah,38,1178695,253364,618,2.0,0.06277972189985392,OWN,debt_consolidation,employed,0
Mukesh Kumar,28,554214,147511,623,2.0,,RENT,business,self_employed,1
Suresh Chatterjee,20,461107,95313,509,3.0,0.11501779827931273,RENT,home_improvement,employed,1
Anjali Sharma,42,450625,207911,601,2.0,0.14857232241684482,RENT,home_improvement,employed,1
Ajay Shah,30,200000,204375,692,12.0,0.1466265575653903,MORTGAGE,home_improvement,employed,0
Rashmi Chatterjee,22,642148,167488,622,9.0,0.07787784381626481,RENT,debt_consolidation,employed,1
Manish Reddy,32,473110,147716,495,3.0,0.19530852422759717,MORTGAGE,debt_consolidation,employed,1
Sneha Verma,27,548076,239159,850,0.0,0.2139911781566566,MORTGAGE,debt_consolidation,employed,0
Sanjay Chatterjee,60,309981,109722,676,,0.05202697366254978,RENT,debt_consolidation,unemployed,1
Anjali Gupta,50,365043,119430,661,0.0,0.18067930258961426,MORTGAGE,debt_consolidation,employed,1
Deepak Chatterjee,39,360226,108744,540,1.0,0.1291098801020869,OWN,business,employed,0
Amit Chakraborty,57,737345,168381,676,0.0,0.1816262029375231,MORTGAGE,debt_consolidation,employed,0
Suresh Verma,40,366084,105328,633,0.0,0.34663463192039795,MORTGAGE,debt_consolidation,employed,1
Vikram Kumar,29,1253349,123785,461,8.0,0.2267126169845988,RENT,business,employed,1
Geeta Chakraborty,58,548768,122724,542,4.0,0.095821039035433,MORTGAGE,debt_consolidation,self_employed,1
Meena Gupta,46,233785,146643,729,15.0,0.11626160141693719,RENT,other,employed,0
Kavita Singh,27,414872,89773,844,1.0,0.32236073457936526,RENT,home_improvement,employed,0
Swati Iyer,37,319388,168532,686,3.0,0.14899369743578306,RENT,other,employed,1
Divya Ghosh,29,200000,268048,760,18.0,0.059762856148189936,MORTGAGE,debt_consolidation,self_employed,1
Geeta Ghosh,23,984348,171818,634,8.0,0.04010814509397528,RENT,debt_consolidation,self_employed,0
Kavita Mukherjee,51,628801,301500,641,6.0,0.25031424900565974,OWN,business,self_employed,1
Deepak Pillai,62,577580,277506,759,1.0,0.30517444230040003,MORTGAGE,debt_consolidation,employed,1
